MP ID,Formula,Energy Above Hull (eV),Band Gap (eV)
mp-772131,Li3Fe3SbO8,0.043403402,0.5579
mp-752904,Li3Fe3SiO8,0.093486114,1.107
mp-772334,Li3Fe3TeO8,0.062797566,0.8364
mp-1177706,Li3Fe3WO8,0.066835769,1.2266
mp-764459,Li3Fe4(BO3)4,0.031036941,1.6637
mp-754277,Li3Fe4(OF3)3,0.078679292,1.9361
mp-756803,Li3Fe4NiO8,0.02785552,0.9709
mp-849305,Li3Fe4O3F5,0.097008602,2.0659
mp-756320,Li3Fe4SbO8,0,1.513
mp-757071,Li3Fe4SnO8,0.034018821,0.5776
mp-755034,Li3Fe4WO8,0.074347038,0.8864
mp-1177652,Li3Fe5(PO4)6,0.055963674,2.3546
mp-770655,Li3Fe5O9,0.076433358,1.4018
mp-779353,Li3Fe5OF11,0.055845397,2.9877
mp-849619,Li3Fe8(BO3)8,0.066450889,1.394
mp-758878,Li3Fe8O3F13,0.070807201,2.2396
mp-849473,Li3Fe9O5F11,0.075755264,1.9447
mp-770939,Li3FeAsCO7,0.048376112,2.3061
mp-752621,Li3FeB4O9,0.04161875,2.7008
mp-776601,Li3FeB8O15,0.06372915,3.1957
mp-771029,Li3FeBAsO7,0.092392624,2.1952
mp-778748,Li3FeBO4,0.075779184,3.0694
mp-776129,Li3FeF5,0.05244119,4.5642
mp-776627,Li3FeF6,0,3.6786
mp-1223005,Li3FeNi2(PO4)3,0.003605275,3.4838
mp-761233,Li3FeO2F,0.064652399,2.4918
mp-770886,Li3FeO3,0.045708424,1.6343
mp-887364,Li3FeOF3,0.094491216,2.8448
mp-754295,Li3FeOF4,0.066005669,1.9515
mp-755383,Li3FeP2HO8,0.034161037,3.9185
mp-25445,Li3FePCO7,0.039936918,4.2226
mp-765579,Li3FePO5,0.060272362,2.9765
mp-759383,Li3FeSi2O7,0.036118787,0.7926
mp-764341,Li3FeSiO5,0.009521189,2.4217
mp-556014,Li3Ga(BO3)2,0.022149877,4.1682
mp-15558,Li3GaF6,0,6.2804
mp-17685,Li3GaGeO5,0,3.2656
mp-3887,Li3GaN2,0,2.3783
mp-16996,Li3GaSiO5,0,3.6429
mp-559706,Li3Gd(BO3)2,0,2.9198
mp-1212476,Li3Gd(NO3)6,0,2.6228
mp-1212457,Li3Gd3(TeO6)2,0,2.8187
mp-1177660,Li3GdO3,0.050262644,3.583
mp-977164,Li3H3N2,0.0235998,1.7457
mp-1223173,Li3H4IN2,0.033887055,3.6707
mp-722890,Li3H6Ir,0,3.0495
mp-733455,Li3H6Rh,0,2.4252
mp-1211542,Li3Ho3(TeO6)2,0,3.5705
mp-556799,Li3In(BO3)2,0.009382464,3.6904
mp-6425,Li3In2(PO4)3,0,3.7684
mp-1147621,Li3InBr6,0.019537601,2.8469
mp-676109,Li3InCl6,0,3.373
mp-1029562,Li3InN2,0,1.0921
mp-27417,Li3InO3,0.010260926,2.8858
mp-1247375,Li3IrN2,0.022727173,0.8756
mp-1211607,Li3La2(BO3)3,0.003165992,4.5049
mp-722330,Li3La2H6(N3O10)3,0.001492101,3.5098
mp-1185315,Li3La3(MoO6)2,0,2.8495
mp-761156,Li3La5Ti6Nb2O26,0.057312615,1.8675
mp-756753,Li3La7(FeO8)2,0.047305322,0.7042
mp-743640,Li3La8Ti9Cr3O36,0.066860397,1.2976
mp-1018766,Li3LaAs2,0,0.5023
mp-768238,Li3LaNiO4,0.079983465,2.2762
mp-780226,Li3LaO3,0.095930203,3.8722
mp-8407,Li3LaP2,0,0.6125
mp-1212270,Li3Lu(NO3)6,0,3.1118
mp-1211646,Li3Lu3(TeO6)2,0,3.1062
mp-771996,Li3Mg2Fe19O32,0.082836962,0.8707
mp-776409,Li3MgNiO4,0.065446378,0.9152
mp-768190,Li3MgPCO7,0.04533299,5.3898
mp-1197046,Li3MgZn5(BH4)15,0,5.203
mp-768488,Li3Mn(BO2)5,0.051195552,3.781
mp-770910,Li3Mn(BO3)2,0.024560783,0.9809
mp-758341,Li3Mn(CO3)3,0.058859523,0.6702
mp-1173976,Li3Mn(CoO3)2,0.066540262,1.1867
mp-753602,Li3Mn(OF)2,0.024425407,2.4193
mp-1663233,Li3Mn(PO4)2,0.01690579,0.9321
mp-758981,Li3Mn(Si2O5)3,0.054934142,0.943
mp-752801,Li3Mn2(CO3)4,0.056279619,0.5702
mp-780898,Li3Mn2(PO3)7,0.083129968,4.0146
mp-26039,Li3Mn2(PO4)3,0.002893342,0.9717
mp-1211552,Li3Mn2(SeO3)4,0,0.7033
mp-1306442,Li3Mn2(SiO4)2,0.078812041,1.0612
mp-766471,Li3Mn2C3O9F,0.052065139,4.0815
mp-1304294,Li3Mn2CoO6,0.02059904,0.9128
mp-764189,Li3Mn2F7,0.051403905,3.2257
mp-754135,Li3Mn2F9,0.072559779,1.7893
mp-754791,Li3Mn2Fe(BO3)3,0.002696013,2.9761
mp-766489,Li3Mn2Fe(BO3)4,0.076702031,1.1051
mp-1173962,Li3Mn2O5,0.021640223,1.0029
mp-1177646,Li3Mn2P2(CO7)2,0.026519367,0.6622
mp-26187,Li3Mn2P5O16,0.014541954,3.9853
mp-1290756,Li3Mn2SnO6,0.05063559,0.8304
mp-774814,Li3Mn2V3O12,0.0225403,1.0555
mp-753542,Li3Mn3(FeO5)2,0.088738116,0.5643
mp-753615,Li3Mn3(OF)4,0.050045785,0.5172
mp-26143,Li3Mn3(PO4)4,0.003012092,1.0226
mp-1314393,Li3Mn3CoO8,0.069013836,0.6854
mp-753419,Li3Mn3O5F3,0.073212419,0.5134
mp-761165,Li3Mn3OF7,0.067477327,2.2852
mp-761765,Li3Mn3SiO8,0.081977808,0.915
mp-1302799,Li3Mn3TeO8,0.04232387,0.6682
mp-780137,Li3Mn4(BO3)4,0.039949803,0.7077
mp-777320,Li3Mn4F19,0.049425724,1.0555
mp-753674,Li3Mn4O8,0.026576524,0.5093
mp-759055,Li3Mn4P3H12O19,0.076170687,2.5572
mp-774662,Li3Mn5Cr3O16,0.066022027,1.3378
mp-760153,Li3Mn5OF11,0.059172356,2.2314
mp-1661801,Li3Mn8(OF3)4,0.077530871,0.7559
mp-772241,Li3MnAl2O6,0.053825895,1.45
mp-770591,Li3MnAlO4,0.068987803,0.8267
mp-771034,Li3MnAsCO7,0.060152276,2.1046
mp-779068,Li3MnB6O13,0.088832896,1.9312
mp-777353,Li3MnB8O15,0.082719445,1.3799
mp-771037,Li3MnBAsO7,0.091813226,0.9887
mp-757046,Li3MnBPO7,0.081390388,1.1598
mp-1291752,Li3MnCo3O8,0.082441266,0.5106
mp-1222510,Li3MnCoNiO6,0.049061167,1.1081
mp-1173984,Li3MnCoO5,0.049068432,1.7259
mp-1177618,Li3MnCr3O8,0.077870088,1.7173
mp-759420,Li3MnF5,0.046846433,3.6318
mp-760028,Li3MnF6,0.002093369,1.7229
mp-759724,Li3MnF7,0.056355907,1.2844
mp-755332,Li3MnFe2(BO3)3,0.004475157,2.7735
mp-757216,Li3MnFe3O8,0.022867796,1.4038
mp-761258,Li3MnFeCo(PO4)3,0.012632574,2.2515
mp-756408,Li3MnO3,0.016778587,1.3918
mp-1276200,Li3MnOF4,0.074941202,2.0076
mp-1199210,Li3MnP2(O3F2)2,0,1.7453
mp-780319,Li3MnP2H2O9,0.037398278,0.8976
mp-775205,Li3MnP2HO8,0.035321559,4.174
mp-771340,Li3MnPCO7,0.047338273,3.8051
mp-757770,Li3MnPO5,0.086017327,2.2055
mp-780126,Li3MnSi2O7,0.057868239,0.9668
mp-755970,Li3MnSiBO7,0.062951388,1.2309
mp-772668,Li3MnSiCO7,0.04134151,0.8431
mp-850951,Li3MnV(P2O7)2,0,2.1375
mp-778000,Li3MnV(PO4)3,0.014632692,0.7011
mp-1275845,Li3MnV3O8,0.07712612,0.6721
mp-1666401,Li3MnV4O12,0.049781714,1.3841
mp-755305,Li3MnV4O8,0.079440586,0.8023
mp-753439,Li3MnVP2(HO5)2,0.045464681,2.0258
mp-752825,Li3MnVP2(O4F)2,0.035300466,1.2013
mp-26319,Li3Mo(PO3)8,0.047846385,1.1831
mp-26347,Li3Mo(PO4)2,0.024750503,3.7184
mp-27003,Li3Mo2(PO4)3,0,3.6982
mp-699602,Li3Mo2P3O14,0.089574599,1.2828
mp-585177,Li3Mo2P5O18,0.057517143,1.4358
mp-26351,Li3Mo3(PO4)4,0.018272265,3.0696
mp-557652,Li3Mo3P3O17,0.007495414,1.7785
mp-705470,Li3Mo4P5O24,0.037757109,2.5369
mp-705341,Li3Mo4P9O32,0.032838057,1.5541
mp-25974,Li3MoP2O9,0.062941812,1.4696
mp-2251,Li3N,0,0.984
mp-772083,Li3Nb(CoO2)4,0.056964423,1.3724
mp-1177575,Li3Nb(FeO2)4,0.040185709,1.9741
mp-754319,Li3Nb(NiO2)4,0.0562998,2.0747
mp-753638,Li3Nb2Fe3O10,0.053848792,1.6024
mp-777751,Li3Nb3P8O29,0.03274303,2.4912
mp-754751,Li3Nb3TeO12,0.018303649,2.0593
mp-1222641,Li3Nb4CuO12,0.031938103,1.0676
mp-772176,Li3Nb7O19,0.085691823,2.0609
mp-763729,Li3NbFe3O8,0.091356042,0.5561
mp-31488,Li3NbO4,0,3.7757
mp-769384,Li3NbOF6,0.051663941,4.9368
mp-769032,Li3NbS4,0.001549166,1.2022
mp-769967,Li3NbV3O8,0.074765332,0.6643
mp-15362,Li3Nd2(BO3)3,0.005263667,4.4838
mp-723059,Li3Nd2H6(N3O10)3,0.006459046,3.5123
mp-677627,Li3Nd3(TeO6)2,0,3.1314
mp-557717,Li3Nd3(WO6)2,0,3.6606
mp-771081,Li3Ni(BO2)5,0.066713052,3.841
mp-770876,Li3Ni(BO3)2,0.061692594,1.1688
mp-859106,Li3Ni2(PO3)7,0.090500278,4.0723
mp-753703,Li3Ni2O2F3,0.034348318,2.2142
mp-26191,Li3Ni2P5O16,0.014403235,4.0992
mp-1102490,Li3Ni2SbO6,0,2.8084
mp-753329,Li3Ni3OF7,0.037501433,3.1619
mp-752750,Li3Ni4O4F3,0.045635624,2.2384
mp-754956,Li3Ni4SbO8,0.044945841,1.6911
mp-753724,Li3Ni5OF11,0.057591674,3.6106
mp-771015,Li3NiAsCO7,0.047331232,2.9591
mp-1211465,Li3NiF6,0,2.3599
mp-753400,Li3NiO2F,0.096646091,2.4594
mp-773516,Li3NiO3,0.023292738,0.9276
mp-752550,Li3NiOF3,0.047341251,1.9121
mp-25446,Li3NiPCO7,0.037214705,4.0127
mp-736,Li3P,0,0.6996
mp-722502,Li3P11(H3N)17,0.006755589,1.9668
mp-758018,Li3P2WO8,0.052180609,4.1832
mp-757576,Li3P2WO9,0.048755114,3.3444
mp-777465,Li3P3(WO6)2,0.036370963,3.6739
mp-758366,Li3P3WO11,0.076839096,1.0703
mp-1177533,Li3P5(WO6)4,0.042009827,3.516
mp-28336,Li3P7,0,1.7927
mp-851107,Li3P7W5O29,0.05868884,2.2117
mp-13725,Li3PO4,0,5.8181
mp-13772,Li3Pr2(BO3)3,0,4.486
mp-1211386,Li3Pr3(TeO6)2,0,3.1281
mp-985583,Li3PS4,0,2.8091
mp-1237062,Li3RhF6,0.097168253,1.9018
mp-2074,Li3Sb,0.007977498,0.7074
mp-774714,Li3Sb(PO4)2,0.060577921,2.9461
mp-767088,Li3Sb11S18,0.004442537,0.6053
mp-767137,Li3Sb17S27,0.013034254,0.5084
mp-684539,Li3Sb2(PO4)3,0.05018141,3.4768
mp-26586,Li3Sb2P5O18,0.035785465,1.8145
mp-27111,Li3Sb3(PO4)4,0.046287167,2.9248
mp-776510,Li3Sb3P8O29,0.008803322,2.6036
mp-26281,Li3Sb5(PO4)6,0.021557103,3.9611
mp-777963,Li3SbH18S4O9,0.01318454,1.8864
mp-756935,Li3SbO3,0.009161866,2.894
mp-5769,Li3SbO4,0,3.056
mp-1194339,Li3SbS3,0,2.4016
mp-756316,Li3SbS4,0,2.1452
mp-557012,Li3Sc(BO3)2,0.002246957,4.1608
mp-6565,Li3Sc2(PO4)3,0,4.7407
mp-686004,Li3ScCl6,0.001357666,3.6981
mp-560890,Li3ScF6,0,6.6768
mp-542435,Li3ScN2,0,2.2441
mp-777771,Li3Si2(NiO4)2,0.084650488,0.9792
mp-757200,Li3Si2Bi3O10,0.058664123,2.9044
mp-757466,Li3Si2BiO7,0.065714532,3.42
mp-757292,Li3Si6NiO15,0.091194434,2.1011
mp-768609,Li3SiBiCO7,0.073842267,3.1966
mp-758245,Li3SiBiO5,0.056918666,3.2412
mp-766472,Li3SiNiO5,0.048843615,0.6113
mp-771304,Li3SiSbCO7,0.087621714,3.4543
mp-770756,Li3SiSnBO7,0.064104649,3.2407
mp-1211228,Li3Sm2(BO3)3,0.012104743,4.832
mp-1211256,Li3Sm3(TeO6)2,0,3.4655
mp-768284,Li3Sn(BO2)5,0.058434397,3.761
mp-770286,Li3Sn(BO3)2,0.071372517,1.5029
mp-757560,Li3Sn2(PO3)7,0.07246972,4.3251
mp-26701,Li3Sn2(PO4)3,0.035131742,2.1582
mp-684470,Li3Sn2P5O16,0.036610731,3.8177
mp-1222478,Li3SNO3,0.044605437,4.9652
mp-1222700,Li3Ta12O31,0.06067697,0.9834
mp-767456,Li3Ta5Cu2O15,0.047293218,1.2713
mp-772220,Li3Ta7O19,0.065829789,2.8734
mp-3151,Li3TaO4,0,4.2438
mp-1212130,Li3Tb(NO3)6,0,3.104
mp-1211213,Li3Tb3(TeO6)2,0,3.5219
mp-696949,Li3TeHO4,0,3.3658
mp-757325,Li3Ti(PO4)2,0.073587461,2.9517
mp-772545,Li3Ti(Si2O5)3,0.055166302,4.2562
mp-762702,Li3Ti2(FeO4)2,0.0729256,1.0377
mp-762694,Li3Ti2Fe3O10,0.064182566,1.3634
mp-753035,Li3Ti2Mn3O10,0.042861665,0.9013
mp-752510,Li3Ti2V3O10,0.038581146,1.3124
mp-743603,Li3Ti3Fe(PO4)6,0.028939023,2.4446
mp-761172,Li3TiCo3O8,0.066670474,0.6398
mp-754193,Li3TiCr3O8,0.038825741,2.0123
mp-755163,Li3TiFe3O8,0.054814028,1.8386
mp-1292456,Li3TiMn2O6,0.063759789,0.5592
mp-759205,Li3TiMn3O8,0.055758631,1.1443
mp-1290530,Li3TiMn4O8,0.071910657,0.6014
mp-756307,Li3TiV3O8,0.029711818,1.329
mp-1212059,Li3Tm(NO3)6,0,3.0238
mp-1211248,Li3Tm3(TeO6)2,0,3.1382
mp-1223319,Li3U7(AsO7)5,0.003051519,1.7877
mp-557826,Li3U7(PO7)5,0.004160981,1.9176
mp-770344,Li3V(BO2)5,0.068883837,2.4248
mp-772628,Li3V(BO3)2,0.039146214,2.1818
mp-758041,Li3V(CO3)3,0.047959169,2.6147
mp-761106,Li3V(FeO3)2,0.082893107,0.8321
mp-1201415,Li3V(H4O3)4,0.005819847,4.0851
mp-1193122,Li3V(H6O5)2,0.008036281,4.0668
mp-753080,Li3V(OF)2,0.079842938,1.1775
mp-26399,Li3V(PO4)2,0.026473023,1.7556
mp-1265172,Li3V(Si2O5)3,0.033468258,2.3997
mp-766406,Li3V(SiO3)3,0.095640677,1.9627
mp-756304,Li3V(TeO3)4,0.071598239,1.6771
mp-753641,Li3V2(CO3)4,0.078792656,0.9352
mp-763659,Li3V2(FeO4)2,0.08817898,0.9148
mp-1177514,Li3V2(NiO4)2,0.095941271,1.4901
mp-1567479,Li3V2(O2F)2,0.05351253,1.535
mp-1280055,Li3V2(OF)3,0.084327242,0.6251
mp-776500,Li3V2(OF)4,0.078486349,1.2909
mp-6396,Li3V2(PO4)3,0,1.7296
mp-779630,Li3V2(SiO5)2,0.073792716,1.2995
mp-1177621,Li3V24O58,0.030866676,0.9363
mp-757208,Li3V2CrO6,0.001280082,1.5825
mp-767772,Li3V2F9,0.062366131,3.1679
mp-753077,Li3V2Fe3O10,0.075680054,1.2992
mp-757121,Li3V2FeO6,0.014175552,0.8235
mp-758217,Li3V2H4(OF5)2,0.061689084,0.7545
mp-762268,Li3V2O6,0.093158664,1.3017
mp-752612,Li3V2OF7,0.052010596,2.0167
mp-758819,Li3V2P2O8F3,0.060099961,1.9919
mp-781078,Li3V2P4(HO8)2,0.063618181,0.9395
mp-25811,Li3V2P5O16,0.035266063,2.4835
mp-697772,Li3V2P5O18,0.075814929,1.1034
mp-769588,Li3V2S2(O4F3)2,0.072502406,1.0314
mp-770155,Li3V3(BO5)2,0.049207532,1.2932
mp-774919,Li3V3(CoO6)2,0.088937377,1.2374
mp-775234,Li3V3(FeO6)2,0.012780041,2.4519
mp-32528,Li3V3(PO4)4,0.011393102,2.0374
mp-849418,Li3V3Cr2O10,0.093175243,0.9019
mp-769596,Li3V3CrO8,0.044671502,0.6852
mp-755957,Li3V3FeO8,0.082664001,0.6469
mp-759089,Li3V3O3F5,0.084519145,0.8607
mp-759132,Li3V3O5F3,0.079395017,1.072
mp-1177493,Li3V3O8,0.087403209,1.3413
mp-1177582,Li3V3P8O29,0.03945362,1.2238
mp-1177488,Li3V3SbO8,0.088497246,0.7571
mp-753498,Li3V4(OF3)3,0.070528022,1.0597
mp-766125,Li3V4(PO4)6,0.011405817,0.6562
mp-755134,Li3V4CrO8,0.046848458,0.5801
mp-756355,Li3V4CuO12,0.043731217,1.129
mp-776128,Li3V4F19,0.068747904,1.3893
mp-1666404,Li3V4FeO12,0.049955137,1.8668
mp-765601,Li3V4O11F,0.073306118,1.7753
mp-752564,Li3V4O5F7,0.097875345,0.919
mp-1302334,Li3V4O8,0.043297464,1.0954
mp-758610,Li3V4P2O8F9,0.095010286,1.804
mp-705002,Li3V4P9O32,0.034386226,1.3339
mp-754315,Li3V4SnO12,0.088312607,1.1183
mp-1204473,Li3V5(H8O11)2,0.024053004,2.4545
mp-1177556,Li3V5(PO4)6,0.054870413,1.9493
mp-762265,Li3V5O10,0.05150447,0.8932
mp-776224,Li3V5O12,0.054394436,1.5843
mp-755775,Li3V5O14,0.0967329,2.3933
mp-755272,Li3V5O8,0.033259962,0.7822
mp-1177763,Li3V5P7O29,0.051468722,0.8812
mp-542665,Li3V6O13,0.09810912,0.6651
mp-752640,Li3V7O12,0.081754314,1.0819
mp-1177934,Li3V8O16,0.060515381,1.0935
mp-1177474,Li3VAs2O9,0.052807114,1.7624
mp-768885,Li3VB4O9,0.064370037,2.7324
mp-768575,Li3VBPO7,0.088190716,1.9572
mp-752491,Li3VCr(P2O7)2,0.018377753,0.6296
mp-754615,Li3VCr2O6,0.001529828,1.874
mp-764983,Li3VCr3O8,0.037799565,1.5066
mp-766011,Li3VCrP2(HO5)2,0.037393954,1.1033
mp-753680,Li3VCrP2(O4F)2,0.026984154,0.5935
mp-860790,Li3VF5,0.052405759,2.5096
mp-21633,Li3VF6,0,2.4336
mp-759421,Li3VF7,0.052706686,1.9246
mp-753288,Li3VF8,0.09244672,3.8164
mp-757069,Li3VFe3O8,0.072478211,1.1242
mp-1177545,Li3VFeP2(O4F)2,0,2.4464
mp-758195,Li3VO3F,0.050968989,1.7782
mp-850210,Li3VO3F2,0.075133194,3.2584
mp-19219,Li3VO4,0,3.6916
mp-780660,Li3VOF4,0.099916844,1.5642
mp-760816,Li3VOF5,0.019560066,2.1558
mp-759965,Li3VOF6,0.079890779,2.9678
mp-774317,Li3VP2H2O9,0.030413018,2.4006
mp-755739,Li3VP2HO8,0.040697833,2.8456
mp-25463,Li3VPCO7,0.068542503,2.6239
mp-760375,Li3VS4,0,1.8832
mp-1253145,Li3VSi2O7,0.025137408,2.2957
mp-1266205,Li3VSi4(HO6)2,0.019069044,2.3965
mp-771263,Li3VSiBO7,0.075947164,1.5995
mp-768601,Li3VSiCO7,0.034039488,1.7442
mp-766229,Li3VSiO5,0.049646444,1.6549
mp-1245410,Li3W2N5,0.046287599,2.0692
mp-1309972,Li3Y(NiO3)2,0.065993468,0.7283
mp-1212171,Li3Y(NO3)6,0,3.1094
mp-1211286,Li3Y2(BO3)3,0.039111181,4.7924
mp-1211226,Li3Y3(TeO6)2,0,3.2397
mp-755289,Li3Y3ZrO8,0.044269455,4.1806
mp-1147619,Li3YBr6,0.025650272,4.1363
mp-1029592,Li3YN2,0,2.0798
mp-771780,Li3Zn(Fe5O8)4,0.069297148,0.58
mp-771170,Li3Zn2Fe19O32,0.068740165,0.875
mp-557328,Li3Zn2SbO6,0.022566203,2.4602
mp-1223044,Li3ZnFe2(PO4)3,0.017139692,3.6958
mp-772753,Li3ZnPCO7,0.041940483,4.1382
mp-29040,Li3Zr4F19,0.024730282,5.6198
mp-754249,Li3ZrNb(TeO6)2,0.021247231,1.8759
mp-1177487,Li47(CoO4)8,0.022939562,0.8284
mp-850945,Li47(NiO4)8,0.037424041,1.067
mp-1001069,Li48P16S61,0.018961357,2.2955
mp-770625,Li4Al3Cr3(SbO8)2,0.003031566,2.5052
mp-554733,Li4Al3Ge3BrO12,0,3.6335
mp-556886,Li4Al3Ge3ClO12,0.000434483,4.1175
mp-557456,Li4Al3Ge3IO12,0,3.1208
mp-23648,Li4Al3Si3ClO12,0,5.2612
mp-755500,Li4AlCr3O8,0.010092498,2.9174
mp-768884,Li4B2O5,0.046425288,4.971
mp-768968,Li4B4Sb2SO16,0.094180518,2.561
mp-1222565,Li4B7ClO12,0.00567634,5.8739
mp-1223603,Li4B8H5O18,0.012781087,0.9162
mp-1211214,Li4Be3As3BrO12,0,3.8547
mp-560072,Li4Be3As3ClO12,0,4.4494
mp-554560,Li4Be3P3BrO12,0,6.0638
mp-560894,Li4Be3P3ClO12,0,6.4154
mp-1211168,Li4Be3P3IO12,0,5.3771
mp-1201205,Li4BH10N3,0.059164806,3.588
mp-768991,Li4Bi2C4SO16,0.075618678,1.9868
mp-756718,Li4Bi2O5,0.031186527,2.6846
mp-753429,Li4Bi2S7,0.037675565,0.9856
mp-557467,Li4Ca(BO3)2,0,4.7254
mp-1195450,Li4Ca2B16(H2O5)7,0.005295164,5.1414
mp-1020016,Li4Ca2Mg(SiN3)2,0,3.0547
mp-567219,Li4Ca3(SiN3)2,0,2.2904
mp-1202263,Li4CaB10(HO5)4,0.005413378,4.8848
mp-775950,Li4CaNiO4,0.084163751,2.3519
mp-1177472,Li4Co(BO3)2,0.099389192,3.0154
mp-850355,Li4Co(OF)2,0.091285783,1.5844
mp-25995,Li4Co(PO4)2,0.001368304,3.2951
mp-758369,Li4Co(SiO3)3,0.092628007,2.6691
mp-1311449,Li4Co2OF7,0.035399888,1.4086
mp-757921,Li4Co2Si3O10,0.038557482,2.6211
mp-765689,Li4Co3(OF3)2,0.082686047,2.5015
mp-770952,Li4Co3Ni(PO4)4,0.030601926,2.5693
mp-1284600,Li4Co3NiO8,0.072864557,0.7441
mp-1174191,Li4Co3O7,0.058024743,0.7812
mp-754688,Li4Co3OF11,0.063317722,0.6954
mp-759351,Li4Co3OF8,0.072124594,1.6507
mp-778187,Li4Co3P4(H3O4)6,0.050533179,2.9627
mp-778384,Li4Co3P4O15,0.074641463,2.8956
mp-1661499,Li4Co3Sb5O16,0.050105459,0.8189
mp-772511,Li4Co3Sn5O16,0.027447545,0.5381
mp-772478,Li4Co3TeO8,0.050090658,0.739
mp-754232,Li4Co3WO8,0.040054211,1.646
mp-1180721,Li4CO4,0.070195599,4.2363
mp-26551,Li4Co5(P3O11)2,0.057881249,1.5374
mp-755408,Li4Co5O9F,0.061240083,1.1535
mp-1643264,Li4Co5SnO12,0.07507394,0.72
mp-752803,Li4Co7(OF7)2,0.06091034,2.0283
mp-850408,Li4CoNi3(PO4)4,0.012443339,2.4087
mp-774312,Li4CoNi5(PO4)6,0.095089547,1.213
mp-755593,Li4CoO3,0.03666444,2.4108
mp-755064,Li4CoO3F,0.073021508,1.5434
mp-759702,Li4CoO4,0.09224102,1.2373
mp-1278660,Li4CoOF5,0.07855086,0.5325
mp-1222544,Li4CoRuO6,0.00494451,0.6255
mp-758057,Li4CoSn3(PO4)4,0.077551409,1.8893
mp-1222462,Li4CoTeO6,0,2.3692
mp-25903,Li4Cr(PO4)2,0.043764506,1.4268
mp-764927,Li4Cr(PO4)3,0.091328556,1.3127
mp-778824,Li4Cr(WO4)3,0.032932579,1.3714
mp-772960,Li4Cr2(PO4)3,0.030834218,1.3157
mp-771912,Li4Cr2C4SO16,0.070170614,2.0016
mp-780315,Li4Cr2Fe3O10,0.068072377,0.5679
mp-774252,Li4Cr2Fe3Sb3O16,0.06203753,0.5443
mp-850397,Li4Cr2Fe5O12,0.062547964,0.8658
mp-754975,Li4Cr2Ni3Te3O16,0.09943386,0.6059
mp-756092,Li4Cr2P4H3O16,0.033462978,0.9188
mp-758615,Li4Cr2Si3O10,0.0262924,2.3486
mp-759372,Li4Cr2Si4O13,0.040423533,3.0944
mp-774764,Li4Cr2TeWO12,0.080409689,0.6551
mp-758282,Li4Cr3(CO3)6,0.049590738,0.6538
mp-758563,Li4Cr3Co3(NiO8)2,0.062616807,0.6258
mp-768718,Li4Cr3CoO8,0.011637068,0.8601
mp-752808,Li4Cr3Fe2Co3O16,0.078296006,0.6847
mp-772506,Li4Cr3Fe2Sb3O16,0.050653743,0.5284
mp-756671,Li4Cr3Fe3(SbO8)2,0.011029184,1.3934
mp-761030,Li4Cr3Fe3(WO8)2,0.054709832,1.1365
mp-755721,Li4Cr3FeO8,0,1.9626
mp-755522,Li4Cr3GaO8,0.018193997,2.9587
mp-757193,Li4Cr3Ni(PO4)4,0.041563654,1.1917
mp-772300,Li4Cr3P4O15,0.046952032,2.6174
mp-774846,Li4Cr3Sn3(TeO8)2,0.08554461,0.8853
mp-780109,Li4Cr5(P3O11)2,0.05546782,1.9217
mp-775869,Li4Cr5SbO12,0.07007404,1.4181
mp-756151,Li4Cr5WO12,0.074597625,1.1634
mp-777610,Li4Cr7(PO4)6,0.064816161,1.7957
mp-776777,Li4CrCo2Ni3(PO4)6,0.092712487,2.9872
mp-757257,Li4CrCo3(PO4)4,0.039342585,0.8765
mp-753824,Li4CrF6,0.042506726,2.718
mp-776753,Li4CrFe2Ni3(PO4)6,0.092343787,1.4206
mp-768701,Li4CrFe3O8,0.003802921,1.8474
mp-1177657,Li4CrFe3Sn2(PO4)6,0.041694705,1.8994
mp-756775,Li4CrGa3O8,0.097059154,1.1266
mp-770612,Li4CrH8SO7,0.036106712,2.5716
mp-757068,Li4CrNi3(PO4)4,0.021278391,1.2003
mp-759831,Li4CrNi5(PO4)6,0.088143328,2.425
mp-772434,Li4CrO4,0.013167365,1.7266
mp-770688,Li4CrO5,0.020737729,1.1333
mp-759047,Li4CrP2(O4F)2,0.063316103,3.5923
mp-849954,Li4CrP2O9,0.055522149,0.5763
mp-775207,Li4CrP6(H4O11)2,0.061319226,2.736
mp-781050,Li4CrSb(TeO6)2,0.047586923,1.2358
mp-752957,Li4CrSb(WO6)2,0.038000703,1.3455
mp-1643248,Li4CrTe(WO6)2,0.05890459,1.0823
mp-760683,Li4Cu(PO3)6,0.046289363,0.8013
mp-752943,Li4Cu(PO4)2,0.067334557,0.681
mp-1211177,Li4CuSbO6,0.018739111,0.5709
mp-1650315,Li4Fe(BO3)2,0.016128483,3.9647
mp-752518,Li4Fe(OF)2,0.093510942,2.6579
mp-758649,Li4Fe(PO3)6,0.052546146,4.3787
mp-31890,Li4Fe(PO4)2,0.008993656,3.6195
mp-758639,Li4Fe(SiO3)3,0.081444995,3.0729
mp-776460,Li4Fe(WO4)3,0.043587493,1.4726
mp-772975,Li4Fe2(PO4)3,0.030435973,1.0912
mp-781611,Li4Fe2C4SO16,0.068838558,1.5539
mp-759403,Li4Fe2Co3Sb3O16,0.078098516,0.5462
mp-756964,Li4Fe2Co3Te3O16,0.094411388,1.1971
mp-764048,Li4Fe2Ni3Sb3O16,0.047356938,0.6627
mp-780843,Li4Fe2Ni3Sn(PO4)6,0.082238313,3.0536
