formula,SIC,,,,,,
LiMgSnPd,0.9491865,,,,,,
LiMgSnPt,0.94619447,,,,,,
LiMgSO4F,0.01010978,,,,,,
LiMgTl2,0.68940747,,,,,,
LiMgVO4,0.01637934,,,,,,
LiMgZn2,0.6875795,,,,,,
LiMn(CO3)2,0.434402814,,,,,,
LiMn(P2O7)2,0.02731273,,,,,,
LiMn(PO3)3,0.0396532,,,,,,
LiMn(PO3)4,0.076254361,,,,,,
LiMn(PO3)5,0.12454633,,,,,,
LiMn(PO4)2,0.05562732,,,,,,
LiMn(Si2O5)2,0.12402551,,,,,,
LiMn(SiO3)2,0.098979498,,,,,,
LiMn(SO4)2,0.088643817,,,,,,
LiMn10(PO4)7,0.04225817,,,,,,
LiMn10O20,0.13071512,,,,,,
LiMn12O24,0.11674826,,,,,,
LiMn16O32,0.07280758,,,,,,
LiMn2(BO3)2,0.433695902,,,,,,
LiMn2(CO3)4,0.335663517,,,,,,
LiMn2(CO4)2,0.612086675,,,,,,
LiMn2(CoO4)2,0.100369645,,,,,,
LiMn2(P2O7)2,0.01253501,,,,,,
LiMn2(PO3)5,0.06348409,,,,,,
LiMn2(PO4)2,0.011821715,,,,,,
LiMn2(PO4)3,0.021562914,,,,,,
LiMn2(PO5)2,0.04559714,,,,,,
LiMn2(SO4)3,0.02397995,,,,,,
LiMn28O56,0.10578493,,,,,,
LiMn2CoO6,0.08509479,,,,,,
LiMn2Cr2O8,0.02809552,,,,,,
LiMn2Cu(RuO4)2,0.6773667,,,,,,
LiMn2F5,0.12085614,,,,,,
LiMn2F6,0.151150073,,,,,,
LiMn2F7,0.148174184,,,,,,
LiMn2F9,0.14017645,,,,,,
LiMn2Fe3O8,0.03023973,,,,,,
LiMn2N3,0.04732138,,,,,,
LiMn2NiO6,0.093765635,,,,,,
LiMn2O2F3,0.668848973,,,,,,
LiMn2O3,0.029139753,,,,,,
LiMn2O3F,0.013879931,,,,,,
LiMn2O4,0.026739301,,,,,,
LiMn2OF3,0.532814239,,,,,,
LiMn2OF5,0.70682965,,,,,,
LiMn2P2(H2O5)2,0.4277037,,,,,,
LiMn2P2(O4F)2,0.01603736,,,,,,
LiMn2P2H5O11,0.5086809,,,,,,
LiMn2P2H9O13,0.06864152,,,,,,
LiMn2P2HO8,0.201068395,,,,,,
LiMn2P2HO9,0.14282615,,,,,,
LiMn2P2O9,0.09173735,,,,,,
LiMn2P3O10,0.022074325,,,,,,
LiMn2P3O11,0.01743736,,,,,,
LiMn2P4H11O18,0.07232685,,,,,,
LiMn2P5O16,0.02001949,,,,,,
LiMn2PO5,0.01040152,,,,,,
LiMn2PO6,0.01134824,,,,,,
LiMn2Si2O7,0.01233902,,,,,,
LiMn2TeO6,0.01545813,,,,,,
LiMn3(BO3)3,0.350521338,,,,,,
LiMn3(FeO4)2,0.01649296,,,,,,
LiMn3(NiO4)2,0.03589028,,,,,,
LiMn3(O2F)2,0.013335745,,,,,,
LiMn3(OF3)2,0.7231254,,,,,,
LiMn3(P3O10)2,0.019601245,,,,,,
LiMn3(PO4)3,0.013901722,,,,,,
LiMn3(PO4)4,0.01104108,,,,,,
LiMn3Al2(HO2)6,0.62437304,,,,,,
LiMn3CrO8,0.11018918,,,,,,
LiMn3F10,0.01862247,,,,,,
LiMn3H6(SeO3)8,0.30840412,,,,,,
LiMn3NiO8,0.02783667,,,,,,
LiMn3O4,0.02941169,,,,,,
LiMn3O5,0.01524618,,,,,,
LiMn3O5F,0.01072354,,,,,,
LiMn3O6,0.033057852,,,,,,
LiMn3OF5,0.426296265,,,,,,
LiMn3OF8,0.21144077,,,,,,
LiMn3P2(HO3)4,0.4115947,,,,,,
LiMn3P3(HO6)2,0.14043841,,,,,,
LiMn3P3O11,0.01897868,,,,,,
LiMn3P3O13,0.02191019,,,,,,
LiMn4(BO3)4,0.34259075,,,,,,
LiMn4(P2O7)3,0.01195888,,,,,,
LiMn4(PO4)3,0.032750988,,,,,,
LiMn4O8,0.097157363,,,,,,
LiMn4P7O24,0.02790134,,,,,,
LiMn5(CuO6)2,0.01740609,,,,,,
LiMn5(P2O7)4,0.009423,,,,,,
LiMn5O10,0.13440347,,,,,,
LiMn5O3F5,0.44596255,,,,,,
LiMn5O5F,0.01058508,,,,,,
LiMn5O7F,0.00912189,,,,,,
LiMn5O8,0.03200606,,,,,,
LiMn5P3O13,0.044241405,,,,,,
LiMn6N7,0.04076954,,,,,,
LiMn6O12,0.02438365,,,,,,
LiMn6P7O24,0.01446676,,,,,,
LiMn6PO12,0.25751662,,,,,,
LiMn7(O3F)3,0.01061714,,,,,,
LiMn7(OF3)3,0.70753473,,,,,,
LiMn7O12,0.03134403,,,,,,
LiMn7O14,0.11709823,,,,,,
LiMn7O7F,0.01359246,,,,,,
LiMn8F33,0.03511352,,,,,,
LiMn8O16,0.080370327,,,,,,
LiMn9Se10,0.16190378,,,,,,
LiMnAlO3,0.01294356,,,,,,
LiMnAlO4,0.034281185,,,,,,
LiMnAs,0.41322896,,,,,,
LiMnAsCO7,0.14897807,,,,,,
LiMnAsO4,0.01403277,,,,,,
LiMnAsO5,0.0161352,,,,,,
LiMnAu2,0.33833763,,,,,,
LiMnB2O5,0.515099055,,,,,,
LiMnB3(HO3)3,0.47423035,,,,,,
LiMnBO3,0.497528807,,,,,,
LiMnBO4,0.523769875,,,,,,
LiMnCO3F2,0.30097252,,,,,,
LiMnCo3O8,0.048689159,,,,,,
LiMnCO4,0.508484495,,,,,,
LiMnCoO4,0.033562087,,,,,,
LiMnCr2O6,0.08305145,,,,,,
LiMnCrO4,0.03550232,,,,,,
LiMnCSO7,0.14246692,,,,,,
LiMnCuO4,0.01805802,,,,,,
LiMnF3,0.117082385,,,,,,
LiMnF4,0.149522532,,,,,,
LiMnF5,0.122577009,,,,,,
LiMnF6,0.24687803,,,,,,
LiMnFeF6,0.14077714,,,,,,
LiMnFeO4,0.027371095,,,,,,
LiMnGaF6,0.13953182,,,,,,
LiMnH2OF4,0.40690318,,,,,,
LiMnH4(SO5)2,0.43438156,,,,,,
LiMnH6O7,0.05055584,,,,,,
LiMnH8(SO6)2,0.11268452,,,,,,
LiMnHSO5,0.26495957,,,,,,
LiMnIr2,0.53595039,,,,,,
LiMnN,0.027949755,,,,,,
LiMnN2,0.06743376,,,,,,
LiMnNbO4,0.01452722,,,,,,
LiMnNiO4,0.03929307,,,,,,
LiMnO,0.3597297,,,,,,
LiMnO2,0.039509444,,,,,,
LiMnO4,0.09422839,,,,,,
LiMnO7,0.09861369,,,,,,
LiMnOF2,0.726432913,,,,,,
LiMnP,0.31980188,,,,,,
LiMnP(H6O5)2,0.06361616,,,,,,
LiMnP2(HO4)2,0.430358453,,,,,,
LiMnP2H5O9,0.58085907,,,,,,
LiMnP2HO7,0.179749992,,,,,,
LiMnP2O7,0.016805252,,,,,,
LiMnP3(H5O7)2,0.03931791,,,,,,
LiMnP3(HO5)2,0.37881628,,,,,,
LiMnP3H8O13,0.06216998,,,,,,
LiMnP3HO10,0.183066068,,,,,,
LiMnP4(H2O7)2,0.3567922,,,,,,
LiMnPCO7,0.138948848,,,,,,
LiMnPd2,0.6925589,,,,,,
LiMnPH2O5,0.385447686,,,,,,
LiMnPHO5,0.29784185,,,,,,
LiMnPO4,0.012216043,,,,,,
LiMnPO4F,0.014458956,,,,,,
LiMnPO5,0.036019661,,,,,,
LiMnPt2,0.6894105,,,,,,
LiMnRh2,0.31996375,,,,,,
LiMnRhO4,0.03198581,,,,,,
LiMnSb,0.3307417,,,,,,
LiMnSbO4,0.044414495,,,,,,
LiMnSe2,0.06633732,,,,,,
LiMnSi3O8,0.01654386,,,,,,
LiMnSiO4,0.01992544,,,,,,
LiMnSnO4,0.058283945,,,,,,
LiMnSO4F,0.01106895,,,,,,
LiMnTe2,0.16844884,,,,,,
LiMnV(P2O7)2,0.01646093,,,,,,
LiMnV(PO4)3,0.049769903,,,,,,
LiMnVF6,0.13973722,,,,,,
LiMnVO4,0.016550032,,,,,,
LiMnVP2(HO5)2,0.385754526,,,,,,
LiMnVP2(O4F)2,0.02611148,,,,,,
LiMo(PO3)4,0.149154513,,,,,,
LiMo(PO3)5,0.13383795,,,,,,
LiMo(PO4)2,0.015786265,,,,,,
LiMo2(PO4)3,0.042466223,,,,,,
LiMo2AsO9,0.07504671,,,,,,
LiMo2P2O11,0.07502186,,,,,,
LiMo2P2O9,0.08336263,,,,,,
LiMo2P3O11,0.0166532,,,,,,
LiMo2P3O13,0.033868674,,,,,,
LiMo2PO8,0.014626005,,,,,,
LiMo3O8,0.10734718,,,,,,
LiMo3P3O13,0.01232549,,,,,,
LiMo3P3O16,0.07860173,,,,,,
LiMo4(P2O11)2,0.04028233,,,,,,
LiMo4P7O24,0.02100989,,,,,,
LiMo6(Se3S)2,0.8925725,,,,,,
LiMo6(SeS3)2,0.10420152,,,,,,
LiMo6Cl13,0.3706032,,,,,,
LiMo8(P2O11)4,0.01072265,,,,,,
LiMoAsO6,0.080705685,,,,,,
LiMoH6NO5,0.05200785,,,,,,
LiMoIO6,0.01886877,,,,,,
LiMoN2,0.10225131,,,,,,
LiMoO2,0.038895888,,,,,,
LiMoP2O7,0.042658064,,,,,,
LiMoP2WO11,0.13990042,,,,,,
LiMoP4O13,0.023903095,,,,,,
LiMoPO5,0.027890293,,,,,,
LiMoS2,0.31304067,,,,,,
LiN,0.07156787,,,,,,
LiN3,0.03448556,,,,,,
LiNb(BO3)2,0.33926255,,,,,,
LiNb(OF)2,0.06935018,,,,,,
LiNb(PO3)4,0.072858858,,,,,,
LiNb(PO4)2,0.01611576,,,,,,
LiNb(TeO4)3,0.138127303,,,,,,
LiNb10O18,0.0306417,,,,,,
LiNb13O33,0.07155822,,,,,,
LiNb2(PO4)3,0.022487797,,,,,,
LiNb2(PO5)2,0.01239759,,,,,,
LiNb2O,0.8937667,,,,,,
LiNb2O4,0.01557035,,,,,,
LiNb2Te4Cl10O,0.46142235,,,,,,
LiNb3(Bi2O7)2,0.11098982,,,,,,
LiNb3Cl8,0.23028962,,,,,,
LiNb3InCl9,0.3706032,,,,,,
LiNb3O8,0.11609982,,,,,,
LiNb5O8,0.13698311,,,,,,
LiNb6Cl19,0.21995726,,,,,,
LiNb7O12,0.09379615,,,,,,
LiNb7V12O48,0.07252492,,,,,,
LiNb8O10,0.17446026,,,,,,
LiNb8O14,0.11840327,,,,,,
LiNbAs2,0.301273815,,,,,,
LiNbCo3(PO4)6,0.0141841,,,,,,
LiNbCoO4,0.017166063,,,,,,
LiNbCrO4,0.01430645,,,,,,
LiNbCuO4,0.015756355,,,,,,
LiNbF5,0.02241575,,,,,,
LiNbF6,0.24639995,,,,,,
LiNbFeO4,0.016093171,,,,,,
LiNbGeO5,0.01401646,,,,,,
LiNbIr2,0.7101185,,,,,,
LiNbN2,0.02042987,,,,,,
LiNbNiO4,0.02092091,,,,,,
LiNbO2,0.20262651,,,,,,
LiNbO2F,0.02240352,,,,,,
LiNbO3,0.069781592,,,,,,
LiNbP2O7,0.01434055,,,,,,
LiNbP4O13,0.02454107,,,,,,
LiNbPO5,0.014840668,,,,,,
LiNbRh2,0.7101185,,,,,,
LiNbRu2,0.50359462,,,,,,
LiNbS2,0.05926243,,,,,,
LiNbSe2,0.19652675,,,,,,
LiNbSn3(PO4)6,0.073546385,,,,,,
LiNbTe2WO12,0.134241795,,,,,,
LiNbVO4,0.01898273,,,,,,
LiNbWO6,0.067948847,,,,,,
LiNbWO7,0.04720289,,,,,,
LiNbZnO4,0.01351009,,,,,,
LiNd(C2O5)2,0.3584041,,,,,,
LiNd(MoO4)2,0.175438115,,,,,,
LiNd(PN2)4,0.02083544,,,,,,
LiNd(PO3)4,0.067986115,,,,,,
LiNd(SO4)2,0.02242332,,,,,,
LiNd(WO4)2,0.16469475,,,,,,
LiNd14(Cu3O14)2,0.0181453,,,,,,
LiNd2Al,0.68940747,,,,,,
LiNd2Ga,0.6874028,,,,,,
LiNd2HO3,0.74487436,,,,,,
LiNd2Ir,0.6874028,,,,,,
LiNd2IrO6,0.11824646,,,,,,
LiNd2Os,0.66606873,,,,,,
LiNd2OsO6,0.11642443,,,,,,
LiNd2Rh,0.66606873,,,,,,
LiNd2Ru,0.66606873,,,,,,
LiNd2RuO6,0.15087678,,,,,,
LiNd2Tl(MoO4)4,0.6981162,,,,,,
LiNd6(CuO6)2,0.05687482,,,,,,
LiNd6B3O13F2,0.3598488,,,,,,
LiNd6B3O14,0.42449585,,,,,,
LiNd9Mo16O35,0.11194849,,,,,,
LiNdAu2,0.6874028,,,,,,
LiNdBO4,0.43088752,,,,,,
LiNdGe,0.5272371,,,,,,
LiNdGe2,0.2772352,,,,,,
LiNdGeO4,0.0156102,,,,,,
LiNdHg2,0.6874028,,,,,,
LiNdIn2,0.6874028,,,,,,
LiNdO2,0.02296069,,,,,,
LiNdO3,0.19824971,,,,,,
LiNdS2,0.199232915,,,,,,
LiNdSe2,0.37798655,,,,,,
LiNdSn,0.46663721,,,,,,
LiNdSn2,0.6855413,,,,,,
LiNdTi2O6,0.03014375,,,,,,
LiNdTiO4,0.11967979,,,,,,
LiNdTl2,0.66606873,,,,,,
LiNdZn2,0.6983193,,,,,,
LiNi(CO3)2,0.375663745,,,,,,
LiNi(PO3)3,0.043197725,,,,,,
LiNi(PO3)4,0.062745375,,,,,,
LiNi(PO3)5,0.13374691,,,,,,
LiNi(PS3)2,0.8390029,,,,,,
LiNi(SO4)2,0.029196693,,,,,,
LiNi(WO4)2,0.10482462,,,,,,
LiNi2(CO4)2,0.38480145,,,,,,
LiNi2(PO3)5,0.049190745,,,,,,
LiNi2(PO4)2,0.014595173,,,,,,
LiNi2(PO4)3,0.037740746,,,,,,
LiNi2(SO4)3,0.01620153,,,,,,
LiNi2As,0.77790445,,,,,,
LiNi2Ge,0.95125276,,,,,,
LiNi2O2F,0.10459889,,,,,,
LiNi2O3,0.03409447,,,,,,
LiNi2OF3,0.465846886,,,,,,
LiNi2P2O9,0.09210316,,,,,,
LiNi2P3O10,0.0128333,,,,,,
LiNi2P3O11,0.02468502,,,,,,
LiNi2P4H3O14,0.45805845,,,,,,
LiNi2P5O16,0.0203594,,,,,,
LiNi2Sb,0.9477561,,,,,,
LiNi2Sn,0.7460636,,,,,,
LiNi3,0.7966162,,,,,,
LiNi3O3F,0.09901797,,,,,,
LiNi3O4,0.031665327,,,,,,
LiNi3OF5,0.3073399,,,,,,
LiNi3P2,0.2282696,,,,,,
LiNi3P3O11,0.02349507,,,,,,
LiNi3P3O13,0.02230454,,,,,,
LiNi3P4O15,0.01099378,,,,,,
LiNi4(P2O7)3,0.01213667,,,,,,
LiNi4(PO4)3,0.038467769,,,,,,
LiNi4O4F,0.1920153,,,,,,
LiNi4O5,0.03432732,,,,,,
LiNi4P7O24,0.0134118,,,,,,
LiNi5(P2O7)4,0.00941818,,,,,,
LiNi5O3F5,0.44577494,,,,,,
LiNi5O5F,0.10081778,,,,,,
LiNi5P3O13,0.01405351,,,,,,
LiNi6O6F,0.19876012,,,,,,
LiNi6O7,0.02965713,,,,,,
LiNi6P7O24,0.01779403,,,,,,
LiNi7O7F,0.03400527,,,,,,
LiNi9O10,0.02830403,,,,,,
LiNi9O13,0.09597484,,,,,,
LiNi9S10,0.03749621,,,,,,
LiNiAsO4,0.022438285,,,,,,
LiNiBO3,0.553915763,,,,,,
LiNiCO4,0.4623994,,,,,,
LiNiCSO7,0.13701199,,,,,,
LiNiF3,0.09596871,,,,,,
LiNiH12(SO7)2,0.07176689,,,,,,
LiNiN,0.01969557,,,,,,
LiNiO2,0.067788017,,,,,,
LiNiO3,0.26649624,,,,,,
LiNiOF,0.87949245,,,,,,
LiNiOF2,0.77675426,,,,,,
LiNiP,0.33455658,,,,,,
LiNiP2O7,0.025980337,,,,,,
LiNiPCO7,0.13701199,,,,,,
LiNiPHO5,0.39438874,,,,,,
LiNiPO4,0.018996019,,,,,,
LiNiPO4F,0.01842338,,,,,,
LiNiRhF6,0.16926955,,,,,,
LiNiS2,0.29162893,,,,,,
LiNiSbO4,0.01524341,,,,,,
LiNiSnO4,0.025728627,,,,,,
LiNiSO4F,0.01315032,,,,,,
LiNO2,0.5695785,,,,,,
LiNO3,0.603649073,,,,,,
LiO2,0.144096515,,,,,,
LiO3,0.11849837,,,,,,
LiO8,0.1011847,,,,,,
LiOs2N3,0.0366858,,,,,,
LiOs2W,0.31812224,,,,,,
LiOsF6,0.24639995,,,,,,
LiOsN2,0.03706855,,,,,,
LiOsO3,0.142306725,,,,,,
LiP,0.29573983,,,,,,
LiP(HO)2,0.00933435,,,,,,
LiP(HO2)2,0.21951818,,,,,,
LiP(WO4)2,0.014052605,,,,,,
LiP2WO7,0.026469957,,,,,,
LiP2WO8,0.030484673,,,,,,
LiP3,0.37743917,,,,,,
LiP3(WO6)2,0.028710302,,,,,,
LiP3PbO9,0.01784081,,,,,,
LiP3W2O13,0.044282993,,,,,,
LiP4(Br3O)4,0.57993615,,,,,,
LiP4(RuO7)2,0.02092144,,,,,,
LiP4WO12,0.090398151,,,,,,
LiP4WO13,0.076784395,,,,,,
LiP5,0.09009349,,,,,,
LiP5W3O19,0.02456378,,,,,,
LiP5WO15,0.13530752,,,,,,
LiP7,0.20689556,,,,,,
LiPb,0.6375126,,,,,,
LiPb3,0.6842833,,,,,,
LiPbAu2,0.2799142,,,,,,
LiPbN,0.017573955,,,,,,
LiPd,0.70940398,,,,,,
LiPd2Au,0.686822665,,,,,,
LiPd2Pb,0.7061321,,,,,,
LiPd3,0.64950675,,,,,,
LiPd5O6,0.01664436,,,,,,
LiPd7,0.488441,,,,,,
LiPdAu2,0.71433866,,,,,,
LiPdN,0.026957725,,,,,,
LiPdPb2,0.31812224,,,,,,
LiPdW2,0.68661684,,,,,,
LiPF6,0.18247376,,,,,,
LiPH2,0.02118741,,,,,,
LiPH2O3,0.19756837,,,,,,
LiPm2Al,0.68940747,,,,,,
LiPm2Co,0.70032406,,,,,,
LiPm2Ga,0.6874028,,,,,,
LiPm2Ge,0.9390977,,,,,,
LiPm2Ir,0.6874028,,,,,,
LiPm2Os,0.6874028,,,,,,
LiPm2Pb,0.6874028,,,,,,
LiPm2Pt,0.6874028,,,,,,
LiPm2Rh,0.6874028,,,,,,
LiPm2Ru,0.6874028,,,,,,
LiPm2Si,0.93483716,,,,,,
LiPm2Sn,0.6874028,,,,,,
LiPm3,0.66441053,,,,,,
LiPmAu2,0.6769853,,,,,,
LiPmGa2,0.6983193,,,,,,
LiPmHg2,0.66606873,,,,,,
LiPmIn2,0.6874028,,,,,,
LiPmO3,0.19679624,,,,,,
LiPmTl2,0.6874028,,,,,,
LiPmZn2,0.6983193,,,,,,
LiPN2,0.1948717,,,,,,
LiPO3,0.020116167,,,,,,
LiPO4,0.06377096,,,,,,
LiPPbO4,0.01109634,,,,,,
LiPPd2,0.7756779,,,,,,
LiPr(MoO4)2,0.12147393,,,,,,
LiPr(SO4)2,0.022978655,,,,,,
LiPr(WO4)2,0.02315683,,,,,,
LiPr2Al,0.68940747,,,,,,
LiPr2C2N4F3,0.34183306,,,,,,
LiPr2Ga,0.6874028,,,,,,
LiPr2Ir,0.6874028,,,,,,
LiPr2IrO6,0.11824646,,,,,,
LiPr2Os,0.6874028,,,,,,
LiPr2OsO6,0.11639269,,,,,,
LiPr2Rh,0.6874028,,,,,,
LiPr2Ru,0.6874028,,,,,,
LiPr2RuO6,0.15087678,,,,,,
LiPr3,0.6472177,,,,,,
LiPr6B3O14,0.42849207,,,,,,
LiPrAu2,0.6874028,,,,,,
LiPrGe,0.5272371,,,,,,
LiPrGe2,0.2772352,,,,,,
LiPRh2,0.7756779,,,,,,
LiPrHg2,0.6874028,,,,,,
LiPrO2,0.01721363,,,,,,
LiPrO3,0.18442439,,,,,,
LiPrPCO7,0.34541315,,,,,,
LiPrS2,0.17358302,,,,,,
LiPrSn,0.67997298,,,,,,
LiPrSn2,0.6855413,,,,,,
LiPrTl2,0.6874028,,,,,,
LiPRu2,0.7756779,,,,,,
LiPrZn2,0.6983193,,,,,,
LiPt,0.7187592,,,,,,
LiPt2,0.6960966,,,,,,
LiPt3,0.6877798,,,,,,
LiPt3O4,0.02372708,,,,,,
LiPt7,0.523633,,,,,,
LiPtF6,0.23383585,,,,,,
LiPtN,0.020659615,,,,,,
LiPtO2,0.02174758,,,,,,
LiPW4O13,0.01582769,,,,,,
LiPWCO7,0.15404984,,,,,,
LiPWO4,0.0092966,,,,,,
LiPWO4F,0.0112889,,,,,,
LiPWO5,0.028405797,,,,,,
LiRe(OF2)2,0.74658024,,,,,,
LiRe2N3,0.03885872,,,,,,
LiRe3,0.7101185,,,,,,
LiReN2,0.035566403,,,,,,
LiReO3,0.03359024,,,,,,
LiReO4,0.10057533,,,,,,
LiReO5,0.11743053,,,,,,
LiRh,0.6998845,,,,,,
LiRh2N3,0.03663058,,,,,,
LiRh2Pb,0.7076683,,,,,,
LiRh2W,0.31812224,,,,,,
LiRh3,0.71587553,,,,,,
LiRhF6,0.24639995,,,,,,
LiRhO2,0.068102705,,,,,,
LiRu2N3,0.03727859,,,,,,
LiRu2W,0.689067,,,,,,
LiRuF6,0.24639995,,,,,,
LiRuN,0.01778195,,,,,,
LiRuN2,0.035673173,,,,,,
LiRuO2,0.24318245,,,,,,
LiRuO3,0.25151062,,,,,,
LiRuRhO4,0.01536923,,,,,,
LiS,0.365833707,,,,,,
LiS4,0.50016147,,,,,,
LiSb(MoO4)2,0.16938047,,,,,,
LiSb(PO3)4,0.02489518,,,,,,
LiSb(PO3)5,0.05287548,,,,,,
LiSb(PO4)2,0.00827694,,,,,,
LiSb(SO4)2,0.02413276,,,,,,
LiSb(TeO4)3,0.120074125,,,,,,
LiSb2(PO4)3,0.00928137,,,,,,
LiSb2F7,0.07550919,,,,,,
LiSb2P3O11,0.0190579,,,,,,
LiSb2P5O16,0.02350551,,,,,,
LiSb2P5O18,0.0068254,,,,,,
LiSb3,0.63709545,,,,,,
LiSb3(P3O10)2,0.02761236,,,,,,
LiSb3(PO5)2,0.10453822,,,,,,
LiSb3O8,0.05186969,,,,,,
LiSb4P7O24,0.05729831,,,,,,
LiSbAu,0.5269579,,,,,,
LiSbAu2,0.94837016,,,,,,
LiSbF4,0.11450154,,,,,,
LiSbF6,0.24541593,,,,,,
LiSbN2,0.072139477,,,,,,
LiSbO2,0.03010604,,,,,,
LiSbO3,0.073355648,,,,,,
LiSbP2O7,0.025215082,,,,,,
LiSbPd2,0.94249475,,,,,,
LiSbPO5,0.05585048,,,,,,
LiSbPt2,0.8051755,,,,,,
LiSbRh2,0.94581354,,,,,,
LiSbS,0.33284855,,,,,,
LiSbS2,0.44781676,,,,,,
LiSbSe2,0.441434135,,,,,,
LiSbTe2,0.9350112,,,,,,
LiSbTe2WO12,0.1810737,,,,,,
LiSbWO6,0.062443453,,,,,,
LiSbWO7,0.05465652,,,,,,
LiSc(BH4)4,0.03803474,,,,,,
LiSc(GeO3)2,0.02481589,,,,,,
LiSc(SiO3)2,0.016965687,,,,,,
LiSc(TlCl3)2,0.43916225,,,,,,
LiSc(WO4)2,0.15057614,,,,,,
LiSc2Al,0.31996375,,,,,,
LiSc2Au,0.70032406,,,,,,
LiSc2Co,0.31996375,,,,,,
LiSc2Ga,0.69395178,,,,,,
LiSc2Hg,0.31996375,,,,,,
LiSc2In,0.31996375,,,,,,
LiSc2Ir,0.7081368,,,,,,
LiSc2Os,0.7081368,,,,,,
LiSc2Pd,0.499476875,,,,,,
LiSc2Pt,0.704876,,,,,,
LiSc2Rh,0.7081368,,,,,,
LiSc2Ru,0.68708533,,,,,,
LiSc2Tc,0.704876,,,,,,
LiSc2Tl,0.31996375,,,,,,
LiScAg2,0.26580238,,,,,,
LiScAs2O7,0.09475184,,,,,,
LiScAu2,0.68371326,,,,,,
LiScCd2,0.26580238,,,,,,
LiScF2,0.06310811,,,,,,
LiScF4,0.2615441,,,,,,
LiScGa2,0.6875795,,,,,,
LiScGeO4,0.01498731,,,,,,
LiScH2Se2O7,0.33265358,,,,,,
LiScHg2,0.6805052,,,,,,
LiScI3,0.3210575,,,,,,
LiScIn2,0.48306322,,,,,,
LiScMo3O8,0.0228559,,,,,,
LiScO2,0.07866631,,,,,,
LiScP2O7,0.01208763,,,,,,
LiScPd2,0.6886215,,,,,,
LiScPt2,0.709673,,,,,,
LiScRh2,0.505036205,,,,,,
LiScS2,0.32515216,,,,,,
LiScSi,0.48723817,,,,,,
LiScSiO4,0.01094581,,,,,,
LiScSn,0.71698445,,,,,,
LiScTl2,0.6695886,,,,,,
LiScVO4,0.01455314,,,,,,
LiScZn2,0.6875795,,,,,,
LiSeO3,0.11627375,,,,,,
LiSi,0.42856109,,,,,,
LiSi2(BiO3)3,0.07855521,,,,,,
LiSi2B,0.43715438,,,,,,
LiSi2BiO6,0.078789855,,,,,,
LiSi2BO6,0.11655507,,,,,,
LiSi2Ir,0.12489438,,,,,,
LiSi2N3,0.02456154,,,,,,
LiSi2NiO6,0.06562719,,,,,,
LiSi3,0.41786608,,,,,,
LiSi3BiO8,0.018053287,,,,,,
LiSi3Pd,0.4307323,,,,,,
LiSi4NiO10,0.1297233,,,,,,
LiSi6Bi9O26,0.0815751,,,,,,
LiSi6BiO14,0.07178835,,,,,,
LiSiAg2,0.88962244,,,,,,
LiSiAu2,0.78608775,,,,,,
LiSiB,0.35394284,,,,,,
LiSiB6,0.02140056,,,,,,
LiSiBi3O7,0.06863824,,,,,,
LiSiBiO4,0.013012258,,,,,,
LiSiBO4,0.47456017,,,,,,
LiSiC2,0.01733914,,,,,,
LiSiIr2,0.9507122,,,,,,
LiSiNi2,0.95377094,,,,,,
LiSiNiO4,0.0267718,,,,,,
LiSiNO,0.46425742,,,,,,
LiSiO3,0.12927806,,,,,,
LiSiPd2,0.9443825,,,,,,
LiSiPt2,0.9533781,,,,,,
LiSiRh2,0.94644815,,,,,,
LiSiRu2,0.94644815,,,,,,
LiSm(C2O5)2,0.35469195,,,,,,
LiSm(CuP)2,0.18912159,,,,,,
LiSm(MoO4)2,0.12147393,,,,,,
LiSm(PO3)4,0.06289165,,,,,,
LiSm(SO4)2,0.02242332,,,,,,
LiSm(WO4)2,0.164556397,,,,,,
LiSm2Al,0.68940747,,,,,,
LiSm2Br5,0.41227776,,,,,,
LiSm2Ga,0.6874028,,,,,,
LiSm2Ir,0.6874028,,,,,,
LiSm2IrO6,0.11824646,,,,,,
LiSm2Os,0.6769853,,,,,,
LiSm2OsO6,0.11974344,,,,,,
LiSm2Ru,0.66606873,,,,,,
LiSm2RuO6,0.15324691,,,,,,
LiSm3,0.63328564,,,,,,
LiSm4Tm4O12,0.115685605,,,,,,
LiSm6B3O14,0.41117278,,,,,,
LiSmAlF6,0.133441,,,,,,
LiSmAu2,0.6769853,,,,,,
LiSmEu2O4,0.08750027,,,,,,
LiSmGe,0.5272371,,,,,,
LiSmGe2,0.2772352,,,,,,
LiSmHg2,0.66606873,,,,,,
LiSmIn2,0.6874028,,,,,,
LiSmO2,0.01522622,,,,,,
LiSmO3,0.19679624,,,,,,
LiSmS2,0.17129349,,,,,,
LiSmSe2,0.37798655,,,,,,
LiSmSn,0.2389394,,,,,,
LiSmSn2,0.6855413,,,,,,
LiSmTl2,0.6874028,,,,,,
LiSn,0.67177045,,,,,,
LiSn(PO3)3,0.081469916,,,,,,
LiSn(PO3)4,0.081351239,,,,,,
LiSn(SO4)2,0.02429494,,,,,,
LiSn10(PO4)7,0.03828186,,,,,,
LiSn2(PO3)5,0.01523586,,,,,,
LiSn2(PO4)3,0.013378326,,,,,,
LiSn2(SO4)3,0.027607155,,,,,,
LiSn2Ir,0.31812224,,,,,,
LiSn2N3,0.01817966,,,,,,
LiSn2P3O10,0.011714057,,,,,,
